ID	current_position	education	gender	geography	open_source	preselect	previous_unconference	prog_bkg	race	reject	research_area	talks	tutorials
184.0	Postdoc	No	No	Western Europe	No	0.0	Yes	release Python code for others to use (e.g. for open-source projects)	No	0.0	galaxies and galaxy clusters	0.0	0.0
185.0	Graduate/Postgraduate student	No	No	North America	Yes	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)	Yes	0.0	galaxies and galaxy clusters	0.0	0.0
186.0	Postdoc	Yes	No	Western Europe	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	0.0
187.0	Postdoc	No		Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	galaxies and galaxy clusters	0.0	0.0
188.0	Graduate/Postgraduate student	Yes		Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	cosmology	0.0	0.0
189.0	Undergraduate/College student	No	Yes	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	compact objects	0.0	0.0
190.0	Graduate/Postgraduate student	Yes	No	North America	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	gas and dust	0.0	1.0
191.0	Postdoc	No	No	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	galaxies and galaxy clusters	0.0	0.0
192.0	Graduate/Postgraduate student	No	Yes	Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	galaxies and galaxy clusters	1.0	0.0
193.0	(Research) Staff	No	Yes	Western Europe	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)	Yes	0.0	other	1.0	0.0
194.0	Graduate/Postgraduate student	No	No	Others	No	0.0	Yes	release Python code for others to use (e.g. for open-source projects)		0.0	galaxies and galaxy clusters	0.0	0.0
195.0	Graduate/Postgraduate student	No	No	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	0.0
196.0	Graduate/Postgraduate student	No	Yes	Others	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	Yes	0.0	other	0.0	0.0
197.0	Other	No	No	North America	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	No	0.0	gas and dust	0.0	0.0
198.0	Graduate/Postgraduate student	No	Yes	Others	No	0.0	No	no Python experience	No	0.0	other	0.0	1.0
199.0	Other	No		Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	cosmology	0.0	0.0
200.0	Graduate/Postgraduate student	Yes	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	exoplanets and planet formation	0.0	1.0
201.0	Graduate/Postgraduate student	No	No	Others	No	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)		0.0	gas and dust	0.0	0.0
202.0	Graduate/Postgraduate student	No	No	North America	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	No	0.0	exoplanets and planet formation	0.0	0.0
203.0	Graduate/Postgraduate student	Yes	Yes	Western Europe	No	0.0	No	release Python code for others to use (e.g. for open-source projects)		0.0	compact objects	0.0	0.0
204.0	Graduate/Postgraduate student	Yes	Yes	Others	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	0.0	0.0
205.0	Postdoc	Yes		Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	1.0	galaxies and galaxy clusters	0.0	1.0
206.0	Other	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	supernovae	0.0	0.0
207.0	Postdoc	No	Yes	Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	main sequence & late type stars	0.0	0.0
208.0	(Research) Staff	Yes		Western Europe	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	0.0
209.0	(Research) Staff	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	supernovae	0.0	0.0
210.0	Postdoc	No	No	Western Europe	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	cosmology	1.0	0.0
211.0	Graduate/Postgraduate student	Yes		Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	gas and dust	0.0	0.0
212.0	Graduate/Postgraduate student	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	0.0	0.0
213.0	Undergraduate/College student	No	Yes	North America	No	0.0	Yes	release Python code for others to use (e.g. for open-source projects)		0.0	gas and dust	0.0	0.0
214.0	Postdoc	No		Others	No	0.0	Yes	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	0.0	0.0
215.0	Undergraduate/College student	No	Yes	North America	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	No	0.0	compact objects	0.0	0.0
216.0	Graduate/Postgraduate student	Yes	No	North America	No	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)	No	0.0	other	0.0	0.0
217.0	Postdoc	No		Western Europe	No	0.0	Yes	program Python heavily (e.g. regularly for my own research)		0.0	galaxies and galaxy clusters	1.0	0.0
218.0	Graduate/Postgraduate student	No	No	Others	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	Yes	0.0	other	0.0	0.0
219.0	Postdoc	No	Yes	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	0.0	0.0
220.0	Postdoc	No	No	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	compact objects	0.0	0.0
221.0	Graduate/Postgraduate student	Yes	No	Others	Yes	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)	No	0.0	compact objects	0.0	0.0
222.0	Undergraduate/College student	No	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	compact objects	0.0	0.0
223.0	Postdoc	Yes	Yes	Others	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	solar and heliospheric physics	0.0	0.0
224.0	Postdoc	Yes		Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	0.0	0.0
225.0	Postdoc	Yes	No	Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	gravitational waves	0.0	0.0
226.0	Postdoc	No	No	Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	0.0	0.0
227.0	Postdoc	No	No	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	star formation	0.0	0.0
228.0	Postdoc	No	No	Others	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)	Yes	0.0	main sequence & late type stars	0.0	0.0
229.0	Postdoc	No		Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	solar and heliospheric physics	0.0	0.0
230.0	Graduate/Postgraduate student	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	galaxies and galaxy clusters	0.0	0.0
231.0	Graduate/Postgraduate student	No	Yes	Others	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	non-astronomy	0.0	0.0
232.0	Graduate/Postgraduate student	Yes	Yes	Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	compact objects	0.0	0.0
233.0	Postdoc	No	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	non-astronomy	0.0	0.0
234.0	Graduate/Postgraduate student	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	non-astronomy	1.0	0.0
235.0	Postdoc	No	No	Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	galaxies and galaxy clusters	0.0	0.0
236.0	Graduate/Postgraduate student	No	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	exoplanets and planet formation	0.0	0.0
237.0	(Research) Staff	Yes	Yes	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	gas and dust	0.0	0.0
238.0	(Research) Staff	No	Yes	Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	galaxies and galaxy clusters	0.0	0.0
239.0	Graduate/Postgraduate student	No	No	Western Europe	No	0.0	No	release Python code for others to use (e.g. for open-source projects)		0.0	galaxies and galaxy clusters	0.0	0.0
240.0	Graduate/Postgraduate student	Yes	No	North America	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	exoplanets and planet formation	0.0	0.0
241.0	Graduate/Postgraduate student	Yes	No	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	cosmology	0.0	1.0
242.0	Other	No	Yes	Western Europe	Yes	0.0	No	release Python code for others to use (e.g. for open-source projects)		0.0	star formation	0.0	0.0
243.0	Graduate/Postgraduate student	Yes		North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	non-astronomy	0.0	0.0
244.0	Graduate/Postgraduate student	No	No	Western Europe	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	solar and heliospheric physics	0.0	0.0
245.0	Graduate/Postgraduate student	No	No	Others	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	star formation	0.0	0.0
246.0	Graduate/Postgraduate student	No	No	North America	No	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)	No	0.0	galaxies and galaxy clusters	0.0	0.0
247.0	(Research) Staff	No	No	Western Europe	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	No	1.0	main sequence & late type stars	0.0	1.0
248.0	Undergraduate/College student	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	main sequence & late type stars	0.0	0.0
249.0	Postdoc	No	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	star formation	0.0	0.0
250.0	Graduate/Postgraduate student	Yes	No	North America	No	0.0	No	release Python code for others to use (e.g. for open-source projects)	No	0.0	cosmology	0.0	0.0
251.0	Graduate/Postgraduate student	No	No	North America	No	0.0	No	release Python code for others to use (e.g. for open-source projects)		0.0	compact objects	0.0	0.0
252.0	Graduate/Postgraduate student	No	No	Western Europe	Yes	0.0	Yes	program Python heavily (e.g. regularly for my own research)	Yes	0.0	non-astronomy	0.0	0.0
253.0	Graduate/Postgraduate student	No		Others	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	galaxies and galaxy clusters	0.0	0.0
254.0	Undergraduate/College student	No		Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	Yes	0.0	main sequence & late type stars	0.0	0.0
255.0	Undergraduate/College student	Yes	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	solar and heliospheric physics	0.0	0.0
256.0	Graduate/Postgraduate student	No	No	Others	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	solar and heliospheric physics	0.0	1.0
257.0	Postdoc	Yes	Yes	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	main sequence & late type stars	0.0	0.0
258.0	Postdoc	No	Yes	Others	No	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)	No	0.0	galaxies and galaxy clusters	0.0	0.0
259.0	Graduate/Postgraduate student	No	No	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	Yes	0.0	solar and heliospheric physics	0.0	0.0
260.0	Undergraduate/College student	Yes	Yes	Others	Yes	0.0	No	release Python code for others to use (e.g. for open-source projects)		0.0	non-astronomy	0.0	0.0
261.0	Other	No	Yes	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	0.0
262.0	Graduate/Postgraduate student	Yes		Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	galaxies and galaxy clusters	0.0	0.0
263.0	Undergraduate/College student	No	No	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	solar and heliospheric physics	0.0	0.0
264.0	(Research) Staff	No	No	North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	galaxies and galaxy clusters	0.0	0.0
265.0	Graduate/Postgraduate student	No		Others	No	0.0	Yes	program Python heavily (e.g. regularly for my own research)		0.0	compact objects	0.0	1.0
266.0	Postdoc	No	No	Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	solar and heliospheric physics	0.0	0.0
267.0	Graduate/Postgraduate student	Yes	Yes	Western Europe	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	compact objects	0.0	0.0
268.0	Graduate/Postgraduate student	No	Yes	Others	Yes	0.0	Yes	program Python heavily (e.g. regularly for my own research)	No	0.0	solar and heliospheric physics	0.0	0.0
269.0	Graduate/Postgraduate student	Yes	No	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	compact objects	0.0	0.0
270.0	Graduate/Postgraduate student	No	No	Western Europe	Yes	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	main sequence & late type stars	0.0	0.0
271.0	Postdoc	No		North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	1.0
272.0	Postdoc	Yes	No	North America	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)		0.0	gas and dust	0.0	0.0
273.0	Graduate/Postgraduate student	No	Yes	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	galaxies and galaxy clusters	0.0	0.0
274.0	Graduate/Postgraduate student	No	Yes	Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)		0.0	exoplanets and planet formation	0.0	0.0
275.0	Postdoc	No	Yes	Western Europe	No	0.0	Yes	program Python a little (e.g. for coursework or simple scripts)		0.0	main sequence & late type stars	0.0	0.0
276.0	Postdoc	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	Yes	0.0	solar and heliospheric physics	0.0	1.0
277.0	Graduate/Postgraduate student	No	Yes	Others	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	Yes	1.0	galaxies and galaxy clusters	0.0	0.0
278.0	Graduate/Postgraduate student	No		Western Europe	Yes	0.0	Yes	program Python heavily (e.g. regularly for my own research)	No	0.0	solar and heliospheric physics	0.0	0.0
279.0	Graduate/Postgraduate student	No		North America	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	0.0
280.0	Graduate/Postgraduate student	No	No	Others	No	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	other	0.0	0.0
281.0	Other	Yes	Yes	Western Europe	No	0.0	No	program Python a little (e.g. for coursework or simple scripts)	No	0.0	compact objects	0.0	0.0
282.0	Graduate/Postgraduate student	Yes		Others	No	0.0	Yes	release Python code for others to use (e.g. for open-source projects)	No	0.0	galaxies and galaxy clusters	0.0	0.0
283.0	Undergraduate/College student	No	No	Others	Yes	0.0	No	program Python heavily (e.g. regularly for my own research)	No	0.0	main sequence & late type stars	0.0	0.0
284.0	Graduate/Postgraduate student	No	No	Others	No	0.0	Yes	program Python heavily (e.g. regularly for my own research)	No	0.0	galaxies and galaxy clusters	1.0	0.0
285.0	Postdoc	No	No	Western Europe	Yes	0.0	No	no Python experience		0.0	main sequence & late type stars	0.0	0.0
